company_name,date_certified,industry,industry_category,country,state,city,sector,size,website
andCo Hospitality,2023-04-06,Accommodation,Accommodation & food service,United States,Florida,Orlando,Service with Significant Environmental Footprint,50-249,https://www.andco.earth/
ReVision Energy Inc,2023-03-31,Solar panel installation,Energy,United States,Maine,South Portland,Service with Significant Environmental Footprint,250-999,www.revisionenergy.com
Serversaurus,2021-09-14,Other info service activities,"Information, communication & technology",Australia,Victoria,Melbourne,Service,1-9,serversaurus.com.au
Blooms The Chemist Management Services Ltd,2023-03-19,Pharmaceutical products,Retail,Australia,New South Wales,Mascot,Wholesale/Retail,50-249,www.bloomsthechemist.com.au
River Capital Pty Ltd,2023-10-09,Equity investing - Developed Markets,Financial & insurance activities,Australia,Victoria,Melbourne,Service,10-49,rivercapital.com.au
BITMORE LIMITED,2023-03-31,Computers & electronics,Wholesale,United Kingdom,Hertfordshire,Watford,Wholesale/Retail,1-9,BITMORE.CO.UK
Bare Necessities Zero Waste Solutions Pvt. Ltd.,2024-04-17,Personal care products,Manufactured Goods,India,Karnataka,Bangalore,Manufacturing,10-49,barenecessities.in
The Rooflight Co.,2022-12-19,Construction,Construction,United Kingdom,Gloucestershire,Bourton-on-the-Water,Manufacturing,50-249,www.therooflightco.com
Give Us This Day T/A Lettice Events,2023-09-23,Event catering & related,Accommodation & food service,United Kingdom,London Borough of Lambeth,London,Service with Significant Environmental Footprint,10-49,letticeevents.com
International Bon Ton Toys,2023-09-23,Games & toys,Wholesale,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,10-49,https://bontontoys.com/
Hue & Cry,2024-03-15,Advertising & market research,Professional & technical services,United Kingdom,London Borough of Camden,London,Service,10-49,www.huecryagency.com
Postevand,2023-03-12,Beverages,Wholesale,Denmark,Capital Region of Denmark,Valby,Wholesale/Retail,1-9,www.postevand.com
todos.,2023-06-12,Arts & entertainment,"Arts, entertainment & recreation",Brazil,São Paulo,São Paulo,Service,1-9,https://instagram.com/todosprojetos?igshid=MmU2YjMzNjRlOQ==
illycaffè SpA,2024-03-29,Food products,Manufactured Goods,Italy,Friuli-Venezia Giulia,Trieste,Manufacturing,1000+,www.illy.com
"JUST Goods, Inc.",2017-12-08,Beverages,Manufactured Goods,United States,New York,Queensbury,Manufacturing,10-49,justwater.com
Asuaire Travel,2022-07-07,Other personal services,Other services,Costa Rica,San José Province,San José,Service,10-49,www.asuaire.com
Cafés El Globo,2024-03-26,Beverages,Manufactured Goods,Spain,Asturias,Salas,Manufacturing,10-49,https://cafeselglobo.com/
SMART MINING,2022-09-13,Other info service activities,"Information, communication & technology",Chile,Santiago Metropolitan Region,Santiago,Service,1-9,www.smartmining.biz
Chroma Technology Corp,2022-10-27,Other manufacturing,Manufactured Goods,United States,Vermont,Bellows Falls,Manufacturing,50-249,chroma.com
Maths Pathway,2023-06-02,Education & training services,Education,Australia,Victoria,Melbourne,Service,10-49,www.mathspathway.com
APTISKILLS,2021-04-22,"Other professional, scientific & tech",Professional & technical services,France,IDF,LEVALLOIS PERRET,Service,250-999,www.aptiskills.fr
Dernier Cri,2023-08-04,Computer programming services,"Information, communication & technology",France,Hauts-de-France,Lille,Service,50-249,derniercri.io
Minerva Money Management Limited,2023-03-31,Investment advising,Financial & insurance activities,United Kingdom,Buckinghamshire,Milton Keynes,Service,1-9,https://minervamoneymanagement.co.uk/
Bull & Wolf,2023-03-27,"Film, TV & music production","Arts, entertainment & recreation",United Kingdom,Cornwall,Penryn,Service,1-9,bullandwolf.com
Equiori,2025-04-04,Food products,Wholesale,Colombia,Cundinamarca Department,Bogotá,Wholesale/Retail,10-49,www.instagram.com/equiori/?hl=es-la
Pense Bon,2024-03-22,"Other professional, scientific & tech",Professional & technical services,Canada,Quebec,Montréal,Service,0,www.pensebon.com
Island Drinks Limited (trading as NICE),2023-08-04,Beverages,Wholesale,United Kingdom,City of London,London,Wholesale/Retail,10-49,nice-drinks.co.uk
DeepNet IT,2021-01-28,Other info service activities,"Information, communication & technology",United States,California,Santa Rosa,Service,10-49,www.deepnet.com
Walker-Miller Energy Services,2022-03-03,Other renewable energy installation,Energy,United States,Michigan,Detroit,Service,50-249,www.wmenergy.com
Reborn,2023-08-04,Other/general wholesale trade,Wholesale,Taiwan,Taipei,Taipei,Wholesale/Retail,10-49,www.reborn.com.tw
Greenheart Consulting,2023-08-04,Environmental consulting,Professional & technical services,United Kingdom,City of Westminster,London,Service,1-9,www.greenheartbusiness.com
Pulpería Quilapán,2023-03-29,Restaurants & food service,Accommodation & food service,Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Wholesale/Retail,10-49,pulperiaquilapan.com
DAME.,2022-10-06,Personal care products,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,www.wearedame.co
PEAK DESIGN,2023-03-31,Other retail sale,Retail,United States,California,SAN FRANCISCO,Wholesale/Retail,10-49,www.peakdesign.com
Resource Futures,2024-01-29,Environmental consulting,Professional & technical services,United Kingdom,City of Bristol,Bristol,Service,10-49,www.resourcefutures.co.uk
Consciously®,2024-07-22,Advertising & market research,Professional & technical services,United States,New York,Brooklyn,Service,0,consciouslyinc.com
Chef Clean,2021-11-01,Cleaning products,Retail,Taiwan,New Taipei City,New Taipei City,Wholesale/Retail,10-49,www.chef-clean.com
Grupo Hada,2023-07-11,Personal care products,Manufactured Goods,Colombia,Caldas Department,Manizales,Manufacturing,250-999,www.grupohada.com
Cove Continuity Advisors Inc.,2023-06-12,Life insurance,Financial & insurance activities,Canada,British Columbia,North Vancouver,Service,1-9,www.coveadvisors.com
Becky Holland & Partners Ltd (BH&P),2023-09-14,Advertising & market research,Professional & technical services,United Kingdom,Reading,Reading,Service,1-9,bhandp.com
Jennings of Garsington Ltd,2022-10-07,Real estate - leased property,"Real estate, design & building",United Kingdom,Oxfordshire,Chalgrove,Service with Significant Environmental Footprint,10-49,www.jennings.co.uk
UBDS Group Holdings Ltd,2024-09-24,"Other professional, scientific & tech",Professional & technical services,United Kingdom,City of Westminster,London,Service,50-249,https://www.ubdsdigital.com/
Nutricia North America,2024-09-19,Other manufacturing,Manufactured Goods,United States,Maryland,Rockville,Manufacturing,50-249,www.nutricia-na.com
Narrative Food,2023-10-14,Food products,Wholesale,United States,Maine,Deer Isle,Wholesale/Retail,0,narrativefood.com
Mingori Srl,2024-04-08,Design & building,"Real estate, design & building",Italy,Province of Parma,Parma,Service with Significant Environmental Footprint,10-49,www.mingorisrl.com
Hobbs House Bakery,2023-04-19,Food products,Manufactured Goods,United Kingdom,Gloucestershire,Chipping Sodbury,Manufacturing,50-249,www.hobbshousebakery.co.uk
NSI Solution,2023-10-13,Management consultant - for-profits,Professional & technical services,Canada,Quebec,Montreal,Service,10-49,https://en.nsisolution.com/
DeDora Capital,2023-04-04,Investment advising,Financial & insurance activities,United States,California,Napa,Service,10-49,www.dedoracapital.com
Portofino Bakery,2023-04-04,Food products,Manufactured Goods,Canada,British Columbia,Victoria,Manufacturing,50-249,www.portofinobakery.ca
Biova Srl,2023-06-21,Beverages,Wholesale,Italy,Piedmont,Torino,Wholesale/Retail,1-9,biovaproject.com
Guru Media Solutions,2023-04-04,Management consultant - for-profits,Professional & technical services,United States,California,San Anselmo,Service,10-49,weareguru.com
AMA Corporation PLC,2023-08-31,Software publishing and SaaS platforms,"Information, communication & technology",France,Brittany,Rennes,Service,50-249,www.amaxperteye.com
"City First Bank, N.A.",2023-04-05,Deposit bank - Developed Markets,Financial & insurance activities,United States,District of Columbia,Washington,Service,50-249,www.cityfirstbank.com
ARCHIBALD DISTILLATIONS,2023-04-05,Beverages,Retail,France,Aquitaine,Bordeaux,Wholesale/Retail,1-9,www.archibaldtonic.com
Sustainability Advantage,2023-04-06,Management consultant - nonprofits,Professional & technical services,Canada,Ontario,Whitby,Service,0,https://sustainabilityadvantage.com/
Method Events Limited,2024-04-11,Arts & entertainment,"Arts, entertainment & recreation",United Kingdom,London Borough of Southwark,London,Service,1-9,https://method.events
Cathexis Consulting Inc,2022-08-31,Management consultant - for-profits,Professional & technical services,Canada,Ontario,Toronto,Service,1-9,cathexisconsulting.ca
The Lab Insight & Strategy,2023-04-13,Advertising & market research,Professional & technical services,Australia,Victoria,Melbourne,Service,10-49,thelabstrategy.com
BAU Accesibilidad,2021-10-25,Other/general wholesale trade,Wholesale,Chile,Santiago Metropolitan Region,Vitacura,Wholesale/Retail,1-9,www.bauaccesibilidad.cl
AG Sustentable,2024-10-07,"Other professional, scientific & tech",Professional & technical services,Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Service,10-49,www.agsustentable.com
Growth Animals,2023-07-05,Advertising & market research,Professional & technical services,United Kingdom,West Sussex,Rustington,Service,1-9,www.growthanimals.com
Waggle Ltd,2024-02-05,Spec design (non-building),Professional & technical services,United Kingdom,Hertfordshire,Berkhamsted,Service,1-9,www.waggledesign.com
Innocent Packaging Limited t/a decent packaging,2023-10-09,Paper & paper products,Retail,New Zealand,Auckland Region,Auckland,Wholesale/Retail,10-49,www.decentpackaging.co.nz
IDNet,2023-07-03,Telecommunications,"Information, communication & technology",United Kingdom,Hertfordshire,Hitchin,Service,10-49,www.idnet.net
Adel & Link GmbH & Co. KG,2024-09-10,Other business support,Administrative & support services,Germany,Hesse,Frankfurt am Main,Service,10-49,www.adellink.de
FOLDE Dorset Ltd,2024-04-02,Books or other media,Retail,United Kingdom,Dorset,Shaftesbury,Wholesale/Retail,0,www.foldedorset.com
McCabe Promotional,2023-04-30,Apparel,Wholesale,Canada,Ontario,London,Wholesale/Retail,10-49,www.mccabepro.com
Employee Volunteering Group Limited,2023-05-21,Other personal services,Other services,United Kingdom,Hampshire,Odiham,Service,10-49,www.employeevolunteering.com
"Sportiqe, LLC",2023-09-20,Apparel,Wholesale,United States,Arizona,Tempe,Wholesale/Retail,50-249,www.sportiqe.com
forpeople limited,2023-10-04,Spec design (non-building),Professional & technical services,United Kingdom,City of London,London,Service,50-249,www.forpeople.com
"Dr. Squatch, LLC",2023-04-10,Personal care products,Manufactured Goods,United States,California,Marina Del Rey,Manufacturing,50-249,drsquatch.com
We Are Hattrick Ltd,2023-04-10,Other info service activities,"Information, communication & technology",United Kingdom,Manchester,Manchester,Service,1-9,www.wearehattrick.com
Australian Brands Alliance,2023-04-10,Apparel,Wholesale,Australia,New South Wales,Mascot,Wholesale/Retail,50-249,www.abalabels.com.au
Slowing,2024-02-14,General retail via Internet,Retail,Canada,Quebec,Montreal,Wholesale/Retail,0,slowing.com
Miei Group Pty Ltd,2021-05-17,General retail via Internet,Retail,Australia,Victoria,Docklands,Wholesale/Retail,1-9,miei.com.au
Galpón de ropa,2023-04-11,Apparel,Retail,Argentina,Autonomous City Of Buenos Aires,ciudad de Buenos Aires,Wholesale/Retail,50-249,https://galponderopa.com/
Quinn Foods,2023-10-13,Food products,Wholesale,United States,Colorado,Boulder,Wholesale/Retail,10-49,www.quinnsnacks.com
Plus Industrial,2023-09-26,Apparel,Manufactured Goods,Chile,Los Lagos Region,Puerto Montt,Manufacturing,50-249,www.plusindustrial.cl
Trading for Development,2023-09-26,Other/general wholesale trade,Wholesale,United Kingdom,Oxfordshire,OXFORD,Wholesale/Retail,0,www.tradingfordevelopment.co.uk
Crosta Mollica,2023-03-31,Food products,Wholesale,United Kingdom,London Borough of Lambeth,London,Wholesale/Retail,10-49,https://www.crostamollica.com/
Minka,2024-10-24,Apparel,Retail,Chile,Santiago Metropolitan Region,Recoleta,Wholesale/Retail,0,www.causaminka.cl
Melton Design Build,2023-04-24,Design & building,"Real estate, design & building",United States,Colorado,Boulder,Service with Significant Environmental Footprint,50-249,meltondesignbuild.com
Lü Aire de jeux,2023-09-26,Computer & electronic products,Manufactured Goods,Canada,Quebec,Québec,Manufacturing,50-249,www.play-lu.com
Cognassist UK Limited,2023-04-12,Software publishing and SaaS platforms,"Information, communication & technology",United Kingdom,Newcastle upon Tyne,Newcastle upon Tyne,Service,50-249,cognassist.com
Arbortech Industries Limited,2023-04-12,Machinery & equipment,Manufactured Goods,Australia,Western Australia,Malaga,Manufacturing,10-49,arbortechtools.com
Climate Advisers,2023-06-14,"Other professional, scientific & tech",Professional & technical services,United States,District of Columbia,Washington,Service,10-49,climateadvisers.com
Paineiras Corcovado,2024-02-01,Other recreation,"Arts, entertainment & recreation",Brazil,Rio de Janeiro,Rio de Janeiro,Service with Significant Environmental Footprint,50-249,www.paineirascorcovado.com.br
Blue Stag,2023-09-26,Mobile applications,"Information, communication & technology",United Kingdom,Wales,Cardiff,Service,10-49,bluestag.co.uk
Regrow Agriculture Inc.,2024-03-12,Software publishing and SaaS platforms,"Information, communication & technology",United States,New Hampshire,Durham,Service,50-249,https://www.regrow.ag/
Beryl,2022-06-15,Other transport equipment,Transportation & storage,United Kingdom,London Borough of Hackney,London,Service with Significant Environmental Footprint,50-249,beryl.cc
EB Capital,2023-04-13,Equity investing - Emerging Markets,Financial & insurance activities,Brazil,São Paulo,São Paulo,Service,10-49,www.ebcapital.com.br
Oria Capital,2023-09-26,Equity investing - Emerging Markets,Financial & insurance activities,Brazil,São Paulo,São Paulo,Service,10-49,www.oriacapital.com.br
Tech Afrique,2024-03-04,Arts & entertainment,"Arts, entertainment & recreation",United States,New Jersey,Newark,Service,0,www.techafrique.co
Booker Spalding Ltd,2024-02-26,Apparel,Manufactured Goods,New Zealand,Wellington Region,Wellington,Manufacturing,10-49,www.bookerspalding.co.nz
Novatize,2023-09-26,Computer programming services,"Information, communication & technology",Canada,Quebec,Québec,Service,50-249,https://novatize.com/fr/
